Provider,ActualLabel,FraudProbability,RecommendedAction,TopReasons
PRV57094,No Fraud,0.0276,No action needed,std_claim_amount = 3605.55 (contributed +0.163 to fraud score) | avg_num_diagnosis_codes = 9.0 (contributed +0.101 to fraud score) | avg_claim_amount = 16000.0 (contributed +0.037 to fraud score)
PRV53705,No Fraud,0.0276,No action needed,total_deductible_paid = 4302.0 (contributed +0.206 to fraud score) | avg_patient_age = 75.95 (contributed +0.047 to fraud score) | claims_per_physician = 1.84 (contributed +0.044 to fraud score)
PRV53301,No Fraud,0.0275,No action needed,avg_patient_age = 69.45 (contributed +0.296 to fraud score) | claims_per_patient = 1.46 (contributed +0.292 to fraud score) | unique_patients = 46.0 (contributed +0.141 to fraud score)
PRV52162,No Fraud,0.0275,No action needed,unique_patients = 36.0 (contributed +0.069 to fraud score) | avg_claim_amount = 717.95 (contributed +0.022 to fraud score) | claims_per_physician = 1.95 (contributed +0.022 to fraud score)
PRV51488,No Fraud,0.0275,No action needed,total_deductible_paid = 3764.0 (contributed +0.113 to fraud score) | num_outpatient_claims = 269.0 (contributed +0.02 to fraud score)
PRV53229,No Fraud,0.0275,No action needed,avg_claim_amount = 214.68 (contributed +0.354 to fraud score) | unique_physicians = 4.0 (contributed +0.042 to fraud score) | num_outpatient_claims = 139.0 (contributed +0.01 to fraud score)
PRV51613,No Fraud,0.0275,No action needed,total_deductible_paid = 4272.0 (contributed +0.296 to fraud score) | total_claims = 21.0 (contributed +0.207 to fraud score) | avg_patient_age = 69.81 (contributed +0.188 to fraud score)
PRV53965,No Fraud,0.0274,No action needed,claims_per_patient = 3.33 (contributed +0.667 to fraud score) | unique_patients = 33.0 (contributed +0.108 to fraud score) | avg_num_diagnosis_codes = 2.75 (contributed +0.051 to fraud score)
PRV56271,No Fraud,0.0274,No action needed,claims_per_patient = 1.43 (contributed +0.233 to fraud score) | unique_physicians = 17.0 (contributed +0.049 to fraud score) | num_outpatient_claims = 92.0 (contributed +0.025 to fraud score)
PRV53933,No Fraud,0.0274,No action needed,total_claims = 265.0 (contributed +0.118 to fraud score) | claims_per_patient = 1.95 (contributed +0.109 to fraud score) | avg_patient_age = 74.19 (contributed +0.04 to fraud score)
PRV55534,No Fraud,0.0273,No action needed,claims_per_patient = 2.03 (contributed +0.415 to fraud score) | std_claim_amount = 515.57 (contributed +0.085 to fraud score) | claims_per_physician = 16.22 (contributed +0.015 to fraud score)
PRV55727,No Fraud,0.0273,No action needed,claims_per_patient = 1.94 (contributed +0.258 to fraud score) | avg_num_diagnosis_codes = 2.32 (contributed +0.179 to fraud score) | unique_physicians = 3.0 (contributed +0.109 to fraud score)
PRV52673,No Fraud,0.0272,No action needed,claims_per_patient = 1.67 (contributed +0.368 to fraud score) | avg_claim_amount = 223.79 (contributed +0.109 to fraud score) | unique_patients = 52.0 (contributed +0.033 to fraud score)
PRV51298,No Fraud,0.0271,No action needed,claims_per_patient = 1.89 (contributed +0.264 to fraud score) | avg_patient_age = 71.82 (contributed +0.082 to fraud score) | unique_physicians = 2.0 (contributed +0.054 to fraud score)
PRV57580,No Fraud,0.027,No action needed,claims_per_patient = 1.61 (contributed +0.559 to fraud score) | unique_patients = 83.0 (contributed +0.06 to fraud score) | unique_physicians = 3.0 (contributed +0.01 to fraud score)
PRV56887,No Fraud,0.027,No action needed,claims_per_patient = 3.27 (contributed +0.663 to fraud score) | avg_patient_age = 83.39 (contributed +0.258 to fraud score) | avg_num_diagnosis_codes = 2.31 (contributed +0.104 to fraud score)
PRV55822,No Fraud,0.027,No action needed,total_claims = 384.0 (contributed +0.205 to fraud score) | claims_per_patient = 1.96 (contributed +0.134 to fraud score) | avg_patient_age = 73.54 (contributed +0.02 to fraud score)
PRV55239,No Fraud,0.0269,No action needed,unique_patients = 154.0 (contributed +0.072 to fraud score) | avg_patient_age = 74.81 (contributed +0.031 to fraud score)
PRV56577,No Fraud,0.0268,No action needed,total_deductible_paid = 8046.0 (contributed +0.234 to fraud score) | avg_patient_age = 71.79 (contributed +0.03 to fraud score)
PRV54596,No Fraud,0.0266,No action needed,max_claim_amount = 1800.0 (contributed +0.405 to fraud score) | claims_per_patient = 3.2 (contributed +0.31 to fraud score) | unique_patients = 20.0 (contributed +0.038 to fraud score)
PRV53806,No Fraud,0.0266,No action needed,unique_patients = 161.0 (contributed +0.068 to fraud score) | num_outpatient_claims = 173.0 (contributed +0.045 to fraud score)
PRV57730,No Fraud,0.0265,No action needed,max_claim_amount = 1600.0 (contributed +0.4 to fraud score) | avg_claim_amount = 218.0 (contributed +0.201 to fraud score) | claims_per_patient = 1.74 (contributed +0.139 to fraud score)
PRV54960,No Fraud,0.0264,No action needed,avg_patient_age = 76.11 (contributed +0.102 to fraud score) | total_claims = 193.0 (contributed +0.027 to fraud score) | claims_per_physician = 2.76 (contributed +0.018 to fraud score)
PRV51279,No Fraud,0.0264,No action needed,claims_per_physician = 10.67 (contributed +0.313 to fraud score) | total_claims = 224.0 (contributed +0.134 to fraud score) | num_outpatient_claims = 224.0 (contributed +0.042 to fraud score)
PRV56263,No Fraud,0.0263,No action needed,total_deductible_paid = 2336.0 (contributed +0.284 to fraud score) | total_claims = 18.0 (contributed +0.28 to fraud score) | avg_num_diagnosis_codes = 3.33 (contributed +0.091 to fraud score)
PRV51823,No Fraud,0.0262,No action needed,total_deductible_paid = 8544.0 (contributed +0.202 to fraud score) | avg_claim_duration = 3.82 (contributed +0.14 to fraud score) | avg_patient_age = 72.0 (contributed +0.133 to fraud score)
PRV57136,No Fraud,0.0262,No action needed,claims_per_patient = 1.65 (contributed +0.483 to fraud score) | max_claim_amount = 1200.0 (contributed +0.204 to fraud score) | avg_patient_age = 71.12 (contributed +0.062 to fraud score)
PRV56834,No Fraud,0.0262,No action needed,claims_per_patient = 2.67 (contributed +0.799 to fraud score) | total_claims = 16.0 (contributed +0.256 to fraud score) | avg_patient_age = 81.19 (contributed +0.055 to fraud score)
PRV57429,No Fraud,0.0262,No action needed,claims_per_patient = 1.92 (contributed +0.337 to fraud score) | avg_num_diagnosis_codes = 2.73 (contributed +0.043 to fraud score) | avg_patient_age = 70.83 (contributed +0.007 to fraud score)
PRV57476,No Fraud,0.0261,No action needed,claims_per_patient = 2.59 (contributed +0.376 to fraud score) | unique_physicians = 3.0 (contributed +0.047 to fraud score)
PRV52361,No Fraud,0.0261,No action needed,unique_patients = 145.0 (contributed +0.276 to fraud score) | num_outpatient_claims = 158.0 (contributed +0.005 to fraud score)
PRV51910,No Fraud,0.026,No action needed,claims_per_patient = 1.67 (contributed +0.285 to fraud score) | avg_num_diagnosis_codes = 2.39 (contributed +0.13 to fraud score) | unique_physicians = 3.0 (contributed +0.103 to fraud score)
PRV56005,No Fraud,0.026,No action needed,claims_per_patient = 1.35 (contributed +0.043 to fraud score) | num_outpatient_claims = 72.0 (contributed +0.022 to fraud score) | max_claim_amount = 6000.0 (contributed +0.017 to fraud score)
PRV56598,No Fraud,0.0259,No action needed,total_claims = 280.0 (contributed +0.111 to fraud score) | avg_patient_age = 74.21 (contributed +0.045 to fraud score) | max_claim_amount = 3300.0 (contributed +0.008 to fraud score)
PRV54039,No Fraud,0.0259,No action needed,claims_per_patient = 1.56 (contributed +0.689 to fraud score) | total_claims = 28.0 (contributed +0.163 to fraud score) | max_claim_amount = 900.0 (contributed +0.157 to fraud score)
PRV54319,No Fraud,0.0258,No action needed,avg_num_diagnosis_codes = 9.0 (contributed +0.905 to fraud score) | avg_patient_age = 85.0 (contributed +0.349 to fraud score) | avg_claim_duration = 0.0 (contributed +0.264 to fraud score)
PRV57080,No Fraud,0.0258,No action needed,max_claim_amount = 57000.0 (contributed +0.292 to fraud score) | avg_claim_duration = 35.0 (contributed +0.205 to fraud score) | total_claims = 1.0 (contributed +0.015 to fraud score)
PRV57113,No Fraud,0.0257,No action needed,avg_num_diagnosis_codes = 3.43 (contributed +0.301 to fraud score) | inpatient_ratio = 0.29 (contributed +0.261 to fraud score) | avg_claim_amount = 4050.0 (contributed +0.051 to fraud score)
PRV54473,No Fraud,0.0257,No action needed,claims_per_patient = 2.38 (contributed +0.496 to fraud score) | avg_claim_duration = 5.26 (contributed +0.281 to fraud score) | avg_patient_age = 71.53 (contributed +0.263 to fraud score)
PRV52598,No Fraud,0.0256,No action needed,avg_claim_duration = 0.03 (contributed +1.032 to fraud score) | unique_patients = 30.0 (contributed +0.201 to fraud score) | avg_patient_age = 78.87 (contributed +0.072 to fraud score)
PRV55986,No Fraud,0.0256,No action needed,total_claims = 232.0 (contributed +0.068 to fraud score) | unique_physicians = 167.0 (contributed +0.03 to fraud score)
PRV55213,No Fraud,0.0256,No action needed,total_deductible_paid = 3204.0 (contributed +0.206 to fraud score) | num_outpatient_claims = 78.0 (contributed +0.057 to fraud score) | avg_claim_amount = 992.47 (contributed +0.008 to fraud score)
PRV54670,No Fraud,0.0255,No action needed,claims_per_physician = 12.23 (contributed +0.098 to fraud score) | avg_patient_age = 73.96 (contributed +0.031 to fraud score) | num_outpatient_claims = 159.0 (contributed +0.006 to fraud score)
PRV56537,No Fraud,0.0255,No action needed,avg_claim_amount = 218.37 (contributed +0.308 to fraud score) | claims_per_patient = 1.41 (contributed +0.254 to fraud score) | avg_patient_age = 70.32 (contributed +0.16 to fraud score)
PRV55783,No Fraud,0.0255,No action needed,avg_claim_duration = 3.29 (contributed +0.288 to fraud score) | total_deductible_paid = 4272.0 (contributed +0.177 to fraud score) | avg_claim_amount = 6148.57 (contributed +0.073 to fraud score)
PRV57596,No Fraud,0.0254,No action needed,claims_per_patient = 2.13 (contributed +0.195 to fraud score) | claims_per_physician = 12.31 (contributed +0.107 to fraud score) | std_claim_amount = 523.86 (contributed +0.046 to fraud score)
PRV53530,No Fraud,0.0254,No action needed,max_claim_amount = 1100.0 (contributed +0.266 to fraud score) | avg_claim_duration = 1.0 (contributed +0.202 to fraud score) | total_claims = 27.0 (contributed +0.167 to fraud score)
PRV53975,No Fraud,0.0254,No action needed,claims_per_patient = 1.67 (contributed +0.628 to fraud score) | std_claim_amount = 339.46 (contributed +0.217 to fraud score) | num_outpatient_claims = 70.0 (contributed +0.025 to fraud score)
PRV54599,No Fraud,0.0251,No action needed,claims_per_patient = 1.55 (contributed +0.602 to fraud score) | total_claims = 17.0 (contributed +0.269 to fraud score) | max_claim_amount = 800.0 (contributed +0.148 to fraud score)
PRV52500,No Fraud,0.0251,No action needed,total_deductible_paid = 7826.0 (contributed +0.276 to fraud score) | claims_per_physician = 2.14 (contributed +0.015 to fraud score) | max_claim_amount = 17000.0 (contributed +0.009 to fraud score)
PRV55955,No Fraud,0.0251,No action needed,total_claims = 246.0 (contributed +0.055 to fraud score) | num_outpatient_claims = 246.0 (contributed +0.014 to fraud score) | avg_patient_age = 74.35 (contributed +0.003 to fraud score)
PRV51776,No Fraud,0.0249,No action needed,max_claim_amount = 1400.0 (contributed +0.384 to fraud score) | claims_per_patient = 1.74 (contributed +0.094 to fraud score) | unique_patients = 31.0 (contributed +0.084 to fraud score)
PRV52543,No Fraud,0.0249,No action needed,claims_per_patient = 1.92 (contributed +0.322 to fraud score) | num_outpatient_claims = 171.0 (contributed +0.052 to fraud score) | std_claim_amount = 505.5 (contributed +0.024 to fraud score)
PRV52410,No Fraud,0.0248,No action needed,claims_per_patient = 2.52 (contributed +0.384 to fraud score) | avg_num_diagnosis_codes = 2.41 (contributed +0.22 to fraud score) | unique_physicians = 4.0 (contributed +0.109 to fraud score)
PRV55214,No Fraud,0.0247,No action needed,total_claims = 190.0 (contributed +0.207 to fraud score) | unique_patients = 173.0 (contributed +0.187 to fraud score) | avg_patient_age = 73.38 (contributed +0.063 to fraud score)
PRV52587,No Fraud,0.0246,No action needed,claims_per_patient = 2.01 (contributed +0.377 to fraud score) | avg_num_diagnosis_codes = 2.42 (contributed +0.214 to fraud score) | unique_physicians = 3.0 (contributed +0.028 to fraud score)
PRV53608,No Fraud,0.0245,No action needed,num_outpatient_claims = 199.0 (contributed +0.032 to fraud score)
PRV57611,No Fraud,0.0245,No action needed,claims_per_physician = 10.31 (contributed +0.571 to fraud score) | claims_per_patient = 1.81 (contributed +0.038 to fraud score)
PRV57651,No Fraud,0.0245,No action needed,claims_per_patient = 1.57 (contributed +0.726 to fraud score) | total_claims = 22.0 (contributed +0.164 to fraud score) | max_claim_amount = 700.0 (contributed +0.162 to fraud score)
PRV53624,No Fraud,0.0244,No action needed,unique_patients = 140.0 (contributed +0.327 to fraud score) | claims_per_physician = 1.79 (contributed +0.17 to fraud score) | num_outpatient_claims = 143.0 (contributed +0.039 to fraud score)
PRV52373,No Fraud,0.0244,No action needed,total_claims = 23.0 (contributed +0.204 to fraud score) | total_deductible_paid = 3204.0 (contributed +0.173 to fraud score) | avg_claim_amount = 1900.43 (contributed +0.072 to fraud score)
PRV54477,No Fraud,0.0243,No action needed,claims_per_patient = 1.67 (contributed +0.275 to fraud score) | avg_patient_age = 69.94 (contributed +0.111 to fraud score) | avg_num_diagnosis_codes = 2.68 (contributed +0.054 to fraud score)
PRV52657,No Fraud,0.0243,No action needed,claims_per_patient = 1.98 (contributed +0.277 to fraud score) | std_claim_amount = 519.31 (contributed +0.064 to fraud score) | unique_physicians = 3.0 (contributed +0.048 to fraud score)
PRV51935,No Fraud,0.0243,No action needed,total_deductible_paid = 3304.0 (contributed +0.309 to fraud score) | avg_claim_amount = 671.58 (contributed +0.046 to fraud score) | num_outpatient_claims = 54.0 (contributed +0.044 to fraud score)
PRV53131,No Fraud,0.0243,No action needed,total_deductible_paid = 6408.0 (contributed +0.169 to fraud score) | avg_patient_age = 70.54 (contributed +0.117 to fraud score) | avg_claim_amount = 3717.69 (contributed +0.066 to fraud score)
PRV55032,No Fraud,0.0242,No action needed,avg_claim_amount = 565.0 (contributed +0.305 to fraud score) | std_claim_amount = 1136.02 (contributed +0.122 to fraud score) | unique_patients = 36.0 (contributed +0.075 to fraud score)
PRV51110,No Fraud,0.0242,No action needed,total_deductible_paid = 5340.0 (contributed +0.221 to fraud score) | avg_num_diagnosis_codes = 9.4 (contributed +0.194 to fraud score) | avg_claim_duration = 10.2 (contributed +0.161 to fraud score)
PRV52260,No Fraud,0.0242,No action needed,avg_claim_amount = 204.44 (contributed +0.742 to fraud score) | claims_per_physician = 21.0 (contributed +0.042 to fraud score) | unique_patients = 62.0 (contributed +0.039 to fraud score)
PRV53303,No Fraud,0.0241,No action needed,claims_per_patient = 1.61 (contributed +0.261 to fraud score) | unique_physicians = 6.0 (contributed +0.118 to fraud score) | avg_num_diagnosis_codes = 2.46 (contributed +0.099 to fraud score)
PRV51166,No Fraud,0.0241,No action needed,claims_per_physician = 1.25 (contributed +0.319 to fraud score) | std_claim_amount = 9586.41 (contributed +0.197 to fraud score) | avg_patient_age = 71.4 (contributed +0.128 to fraud score)
PRV56489,No Fraud,0.0241,No action needed,claims_per_patient = 1.05 (contributed +0.483 to fraud score) | avg_claim_amount = 445.24 (contributed +0.169 to fraud score) | total_claims = 21.0 (contributed +0.156 to fraud score)
